GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC01_VC48,HC01_VC92,HC03_VC92,HC01_VC93,HC03_VC93
Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Estimate; RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
8600000US41833,41833,ZCTA5 41833,575,575,575,575,0,0
8600000US41834,41834,ZCTA5 41834,362,362,362,362,2,0.6
8600000US41835,41835,ZCTA5 41835,945,945,945,945,5,0.5
8600000US41836,41836,ZCTA5 41836,1162,1162,1162,1162,0,0
8600000US41837,41837,ZCTA5 41837,1325,1325,1325,1325,0,0
8600000US41838,41838,ZCTA5 41838,450,450,450,450,0,0
8600000US41839,41839,ZCTA5 41839,1591,1591,1591,1591,109,6.9
8600000US41840,41840,ZCTA5 41840,908,908,908,908,4,0.4
8600000US41843,41843,ZCTA5 41843,563,563,563,563,0,0
8600000US41844,41844,ZCTA5 41844,1542,1542,1542,1542,6,0.4
8600000US41845,41845,ZCTA5 41845,96,96,96,96,0,0
8600000US41847,41847,ZCTA5 41847,491,491,491,491,0,0
8600000US41848,41848,ZCTA5 41848,0,0,0,0,0,-
8600000US41849,41849,ZCTA5 41849,92,92,92,92,0,0
8600000US41855,41855,ZCTA5 41855,564,564,564,564,14,2.5
8600000US41858,41858,ZCTA5 41858,7891,7891,7891,7891,67,0.8
8600000US41859,41859,ZCTA5 41859,409,409,409,409,0,0
8600000US41861,41861,ZCTA5 41861,92,92,92,92,0,0
8600000US41862,41862,ZCTA5 41862,777,777,777,777,0,0
8600000US42001,42001,ZCTA5 42001,28363,28363,28363,28363,764,2.7
8600000US42003,42003,ZCTA5 42003,28569,28569,28569,28569,719,2.5
8600000US42020,42020,ZCTA5 42020,2195,2195,2195,2195,71,3.2
8600000US42021,42021,ZCTA5 42021,1711,1711,1711,1711,54,3.2
8600000US42022,42022,ZCTA5 42022,176,176,176,176,0,0
8600000US42023,42023,ZCTA5 42023,2355,2355,2355,2355,41,1.7
8600000US42024,42024,ZCTA5 42024,1356,1356,1356,1356,33,2.4
8600000US42025,42025,ZCTA5 42025,19679,19679,19679,19679,178,0.9
8600000US42027,42027,ZCTA5 42027,1989,1989,1989,1989,0,0
8600000US42028,42028,ZCTA5 42028,775,775,775,775,0,0
8600000US42029,42029,ZCTA5 42029,6290,6290,6290,6290,158,2.5
8600000US42031,42031,ZCTA5 42031,2891,2891,2891,2891,26,0.9
8600000US42032,42032,ZCTA5 42032,244,244,244,244,6,2.5
8600000US42035,42035,ZCTA5 42035,1034,1034,1034,1034,17,1.6
8600000US42036,42036,ZCTA5 42036,1584,1584,1584,1584,0,0
8600000US42037,42037,ZCTA5 42037,61,61,61,61,0,0
8600000US42038,42038,ZCTA5 42038,5649,5649,5649,5649,99,1.8
8600000US42039,42039,ZCTA5 42039,1774,1774,1774,1774,30,1.7
8600000US42040,42040,ZCTA5 42040,809,809,809,809,0,0
8600000US42041,42041,ZCTA5 42041,4555,4555,4555,4555,17,0.4
8600000US42044,42044,ZCTA5 42044,3108,3108,3108,3108,97,3.1
8600000US42045,42045,ZCTA5 42045,2290,2290,2290,2290,0,0
8600000US42047,42047,ZCTA5 42047,454,454,454,454,0,0
8600000US42048,42048,ZCTA5 42048,1795,1795,1795,1795,19,1.1
8600000US42049,42049,ZCTA5 42049,1596,1596,1596,1596,100,6.3
8600000US42050,42050,ZCTA5 42050,2876,2876,2876,2876,27,0.9
8600000US42051,42051,ZCTA5 42051,3509,3509,3509,3509,377,10.7
8600000US42053,42053,ZCTA5 42053,5309,5309,5309,5309,60,1.1
8600000US42054,42054,ZCTA5 42054,731,731,731,731,22,3
8600000US42055,42055,ZCTA5 42055,2361,2361,2361,2361,3,0.1
8600000US42056,42056,ZCTA5 42056,2083,2083,2083,2083,0,0
8600000US42058,42058,ZCTA5 42058,2099,2099,2099,2099,77,3.7
8600000US42060,42060,ZCTA5 42060,10,10,10,10,0,0
8600000US42061,42061,ZCTA5 42061,84,84,84,84,0,0
8600000US42064,42064,ZCTA5 42064,8254,8254,8254,8254,55,0.7
8600000US42066,42066,ZCTA5 42066,23671,23671,23671,23671,1773,7.5
8600000US42069,42069,ZCTA5 42069,557,557,557,557,0,0
8600000US42071,42071,ZCTA5 42071,31052,31052,31052,31052,811,2.6
8600000US42076,42076,ZCTA5 42076,1092,1092,1092,1092,0,0
8600000US42078,42078,ZCTA5 42078,1648,1648,1648,1648,20,1.2
8600000US42079,42079,ZCTA5 42079,1555,1555,1555,1555,43,2.8
8600000US42081,42081,ZCTA5 42081,2042,2042,2042,2042,58,2.8
8600000US42082,42082,ZCTA5 42082,1774,1774,1774,1774,0,0
8600000US42083,42083,ZCTA5 42083,223,223,223,223,0,0
8600000US42084,42084,ZCTA5 42084,126,126,126,126,15,11.9
8600000US42085,42085,ZCTA5 42085,934,934,934,934,59,6.3
8600000US42086,42086,ZCTA5 42086,4443,4443,4443,4443,14,0.3
8600000US42087,42087,ZCTA5 42087,2180,2180,2180,2180,48,2.2
8600000US42088,42088,ZCTA5 42088,2330,2330,2330,2330,21,0.9
8600000US42101,42101,ZCTA5 42101,61471,61471,61471,61471,4520,7.4
8600000US42102,42102,ZCTA5 42102,19,19,19,19,0,0
8600000US42103,42103,ZCTA5 42103,20176,20176,20176,20176,408,2
8600000US42104,42104,ZCTA5 42104,32237,32237,32237,32237,1031,3.2
8600000US42120,42120,ZCTA5 42120,2644,2644,2644,2644,7,0.3
8600000US42122,42122,ZCTA5 42122,4872,4872,4872,4872,140,2.9
8600000US42123,42123,ZCTA5 42123,911,911,911,911,74,8.1
8600000US42124,42124,ZCTA5 42124,0,0,0,0,0,-
8600000US42127,42127,ZCTA5 42127,6555,6555,6555,6555,148,2.3
8600000US42129,42129,ZCTA5 42129,7017,7017,7017,7017,72,1
8600000US42130,42130,ZCTA5 42130,259,259,259,259,0,0
8600000US42133,42133,ZCTA5 42133,1461,1461,1461,1461,44,3
8600000US42134,42134,ZCTA5 42134,17115,17115,17115,17115,391,2.3
8600000US42140,42140,ZCTA5 42140,1120,1120,1120,1120,18,1.6
8600000US42141,42141,ZCTA5 42141,30688,30688,30688,30688,1011,3.3
8600000US42151,42151,ZCTA5 42151,235,235,235,235,9,3.8
8600000US42153,42153,ZCTA5 42153,492,492,492,492,0,0
8600000US42154,42154,ZCTA5 42154,486,486,486,486,31,6.4
8600000US42156,42156,ZCTA5 42156,248,248,248,248,23,9.3
8600000US42157,42157,ZCTA5 42157,483,483,483,483,0,0
8600000US42159,42159,ZCTA5 42159,1120,1120,1120,1120,0,0
8600000US42160,42160,ZCTA5 42160,1937,1937,1937,1937,0,0
8600000US42163,42163,ZCTA5 42163,61,61,61,61,0,0
8600000US42164,42164,ZCTA5 42164,16762,16762,16762,16762,331,2
8600000US42166,42166,ZCTA5 42166,3009,3009,3009,3009,45,1.5
8600000US42167,42167,ZCTA5 42167,7953,7953,7953,7953,262,3.3
8600000US42170,42170,ZCTA5 42170,1641,1641,1641,1641,0,0
8600000US42171,42171,ZCTA5 42171,7293,7293,7293,7293,286,3.9
8600000US42202,42202,ZCTA5 42202,2081,2081,2081,2081,103,4.9
8600000US42204,42204,ZCTA5 42204,423,423,423,423,0,0
8600000US42206,42206,ZCTA5 42206,6172,6172,6172,6172,273,4.4
8600000US42207,42207,ZCTA5 42207,1148,1148,1148,1148,0,0
8600000US42210,42210,ZCTA5 42210,4053,4053,4053,4053,27,0.7
8600000US42211,42211,ZCTA5 42211,13090,13090,13090,13090,279,2.1
8600000US42214,42214,ZCTA5 42214,512,512,512,512,0,0
8600000US42215,42215,ZCTA5 42215,1245,1245,1245,1245,6,0.5
8600000US42217,42217,ZCTA5 42217,3283,3283,3283,3283,114,3.5
8600000US42220,42220,ZCTA5 42220,6972,6972,6972,6972,289,4.1
8600000US42223,42223,ZCTA5 42223,20464,20464,20464,20464,3539,17.3
8600000US42232,42232,ZCTA5 42232,727,727,727,727,7,1
8600000US42234,42234,ZCTA5 42234,2679,2679,2679,2679,90,3.4
8600000US42236,42236,ZCTA5 42236,902,902,902,902,19,2.1
8600000US42240,42240,ZCTA5 42240,42493,42493,42493,42493,1674,3.9
8600000US42254,42254,ZCTA5 42254,187,187,187,187,4,2.1
8600000US42256,42256,ZCTA5 42256,4482,4482,4482,4482,96,2.1
8600000US42259,42259,ZCTA5 42259,1190,1190,1190,1190,35,2.9
8600000US42261,42261,ZCTA5 42261,10874,10874,10874,10874,396,3.6
8600000US42262,42262,ZCTA5 42262,8647,8647,8647,8647,1349,15.6
8600000US42265,42265,ZCTA5 42265,994,994,994,994,8,0.8
8600000US42266,42266,ZCTA5 42266,2182,2182,2182,2182,97,4.4
8600000US42273,42273,ZCTA5 42273,540,540,540,540,0,0
8600000US42274,42274,ZCTA5 42274,2136,2136,2136,2136,23,1.1
8600000US42275,42275,ZCTA5 42275,642,642,642,642,0,0
8600000US42276,42276,ZCTA5 42276,14195,14195,14195,14195,312,2.2
8600000US42280,42280,ZCTA5 42280,418,418,418,418,0,0
8600000US42285,42285,ZCTA5 42285,257,257,257,257,0,0
8600000US42286,42286,ZCTA5 42286,1305,1305,1305,1305,93,7.1
8600000US42301,42301,ZCTA5 42301,42793,42793,42793,42793,1348,3.2
8600000US42303,42303,ZCTA5 42303,41180,41180,41180,41180,1318,3.2
8600000US42320,42320,ZCTA5 42320,8750,8750,8750,8750,523,6
8600000US42321,42321,ZCTA5 42321,249,249,249,249,0,0
8600000US42322,42322,ZCTA5 42322,61,61,61,61,0,0
8600000US42323,42323,ZCTA5 42323,1044,1044,1044,1044,0,0
8600000US42324,42324,ZCTA5 42324,1003,1003,1003,1003,0,0
8600000US42325,42325,ZCTA5 42325,2440,2440,2440,2440,0,0
8600000US42326,42326,ZCTA5 42326,543,543,543,543,0,0
8600000US42327,42327,ZCTA5 42327,3726,3726,3726,3726,14,0.4
8600000US42328,42328,ZCTA5 42328,1400,1400,1400,1400,38,2.7
8600000US42330,42330,ZCTA5 42330,9043,9043,9043,9043,231,2.6
8600000US42332,42332,ZCTA5 42332,44,44,44,44,0,0
8600000US42333,42333,ZCTA5 42333,1446,1446,1446,1446,3,0.2
8600000US42337,42337,ZCTA5 42337,2247,2247,2247,2247,7,0.3
8600000US42338,42338,ZCTA5 42338,21,21,21,21,0,0
8600000US42339,42339,ZCTA5 42339,773,773,773,773,0,0
8600000US42343,42343,ZCTA5 42343,1528,1528,1528,1528,23,1.5
8600000US42344,42344,ZCTA5 42344,1374,1374,1374,1374,116,8.4
8600000US42345,42345,ZCTA5 42345,10773,10773,10773,10773,103,1
8600000US42347,42347,ZCTA5 42347,6218,6218,6218,6218,95,1.5
8600000US42348,42348,ZCTA5 42348,5169,5169,5169,5169,53,1
8600000US42349,42349,ZCTA5 42349,1280,1280,1280,1280,0,0
8600000US42350,42350,ZCTA5 42350,1566,1566,1566,1566,25,1.6
8600000US42351,42351,ZCTA5 42351,3919,3919,3919,3919,63,1.6
8600000US42352,42352,ZCTA5 42352,2124,2124,2124,2124,79,3.7
8600000US42354,42354,ZCTA5 42354,284,284,284,284,46,16.2
8600000US42355,42355,ZCTA5 42355,1939,1939,1939,1939,71,3.7
8600000US42356,42356,ZCTA5 42356,96,96,96,96,0,0
8600000US42361,42361,ZCTA5 42361,465,465,465,465,17,3.7
8600000US42366,42366,ZCTA5 42366,5639,5639,5639,5639,27,0.5
8600000US42367,42367,ZCTA5 42367,651,651,651,651,6,0.9
8600000US42368,42368,ZCTA5 42368,1214,1214,1214,1214,61,5
8600000US42369,42369,ZCTA5 42369,235,235,235,235,13,5.5
8600000US42370,42370,ZCTA5 42370,0,0,0,0,0,-
8600000US42371,42371,ZCTA5 42371,438,438,438,438,0,0
8600000US42372,42372,ZCTA5 42372,1471,1471,1471,1471,3,0.2
8600000US42374,42374,ZCTA5 42374,447,447,447,447,0,0
8600000US42376,42376,ZCTA5 42376,6240,6240,6240,6240,84,1.3
8600000US42378,42378,ZCTA5 42378,2870,2870,2870,2870,0,0
8600000US42404,42404,ZCTA5 42404,2422,2422,2422,2422,5,0.2
8600000US42406,42406,ZCTA5 42406,3512,3512,3512,3512,49,1.4
8600000US42408,42408,ZCTA5 42408,6565,6565,6565,6565,17,0.3
8600000US42409,42409,ZCTA5 42409,2695,2695,2695,2695,34,1.3
8600000US42410,42410,ZCTA5 42410,1325,1325,1325,1325,49,3.7
8600000US42411,42411,ZCTA5 42411,1359,1359,1359,1359,4,0.3
8600000US42413,42413,ZCTA5 42413,3378,3378,3378,3378,11,0.3
8600000US42420,42420,ZCTA5 42420,38017,38017,38017,38017,892,2.3
8600000US42431,42431,ZCTA5 42431,26472,26472,26472,26472,764,2.9
8600000US42436,42436,ZCTA5 42436,1180,1180,1180,1180,12,1
8600000US42437,42437,ZCTA5 42437,8865,8865,8865,8865,224,2.5
8600000US42440,42440,ZCTA5 42440,997,997,997,997,0,0
8600000US42441,42441,ZCTA5 42441,1507,1507,1507,1507,10,0.7
8600000US42442,42442,ZCTA5 42442,2960,2960,2960,2960,4,0.1
8600000US42445,42445,ZCTA5 42445,11180,11180,11180,11180,170,1.5
8600000US42450,42450,ZCTA5 42450,3983,3983,3983,3983,34,0.9
8600000US42451,42451,ZCTA5 42451,866,866,866,866,0,0
8600000US42452,42452,ZCTA5 42452,2480,2480,2480,2480,140,5.6
8600000US42453,42453,ZCTA5 42453,495,495,495,495,16,3.2
8600000US42455,42455,ZCTA5 42455,3207,3207,3207,3207,560,17.5
8600000US42456,42456,ZCTA5 42456,1349,1349,1349,1349,58,4.3
8600000US42458,42458,ZCTA5 42458,1236,1236,1236,1236,0,0
8600000US42459,42459,ZCTA5 42459,4241,4241,4241,4241,57,1.3
8600000US42461,42461,ZCTA5 42461,1003,1003,1003,1003,0,0
8600000US42462,42462,ZCTA5 42462,1171,1171,1171,1171,25,2.1
8600000US42463,42463,ZCTA5 42463,73,73,73,73,0,0
8600000US42464,42464,ZCTA5 42464,1698,1698,1698,1698,2,0.1
8600000US42501,42501,ZCTA5 42501,18062,18062,18062,18062,414,2.3
8600000US42503,42503,ZCTA5 42503,23438,23438,23438,23438,758,3.2
8600000US42516,42516,ZCTA5 42516,505,505,505,505,0,0
8600000US42518,42518,ZCTA5 42518,2554,2554,2554,2554,66,2.6
8600000US42519,42519,ZCTA5 42519,3461,3461,3461,3461,42,1.2
8600000US42528,42528,ZCTA5 42528,1623,1623,1623,1623,103,6.3
8600000US42533,42533,ZCTA5 42533,787,787,787,787,22,2.8
8600000US42539,42539,ZCTA5 42539,9556,9556,9556,9556,188,2
8600000US42541,42541,ZCTA5 42541,580,580,580,580,20,3.4
8600000US42544,42544,ZCTA5 42544,5712,5712,5712,5712,0,0
8600000US42553,42553,ZCTA5 42553,4615,4615,4615,4615,57,1.2
8600000US42565,42565,ZCTA5 42565,351,351,351,351,2,0.6
8600000US42566,42566,ZCTA5 42566,588,588,588,588,0,0
8600000US42567,42567,ZCTA5 42567,6069,6069,6069,6069,182,3
8600000US42602,42602,ZCTA5 42602,10182,10182,10182,10182,282,2.8
8600000US42603,42603,ZCTA5 42603,5,5,5,5,0,0
8600000US42629,42629,ZCTA5 42629,5152,5152,5152,5152,160,3.1
8600000US42631,42631,ZCTA5 42631,264,264,264,264,0,0
8600000US42633,42633,ZCTA5 42633,20199,20199,20199,20199,638,3.2
8600000US42634,42634,ZCTA5 42634,1618,1618,1618,1618,6,0.4
8600000US42635,42635,ZCTA5 42635,4591,4591,4591,4591,564,12.3
8600000US42638,42638,ZCTA5 42638,78,78,78,78,0,0
8600000US42642,42642,ZCTA5 42642,12590,12590,12590,12590,553,4.4
8600000US42647,42647,ZCTA5 42647,3442,3442,3442,3442,0,0
8600000US42649,42649,ZCTA5 42649,2735,2735,2735,2735,0,0
8600000US42653,42653,ZCTA5 42653,4694,4694,4694,4694,30,0.6
8600000US42701,42701,ZCTA5 42701,50160,50160,50160,50160,2440,4.9
8600000US42712,42712,ZCTA5 42712,1449,1449,1449,1449,19,1.3
8600000US42713,42713,ZCTA5 42713,1504,1504,1504,1504,15,1
8600000US42715,42715,ZCTA5 42715,274,274,274,274,0,0
8600000US42716,42716,ZCTA5 42716,1701,1701,1701,1701,0,0
8600000US42717,42717,ZCTA5 42717,6736,6736,6736,6736,27,0.4
8600000US42718,42718,ZCTA5 42718,25478,25478,25478,25478,567,2.2
8600000US42721,42721,ZCTA5 42721,3573,3573,3573,3573,66,1.8
8600000US42722,42722,ZCTA5 42722,488,488,488,488,0,0
8600000US42724,42724,ZCTA5 42724,5099,5099,5099,5099,25,0.5
8600000US42726,42726,ZCTA5 42726,5454,5454,5454,5454,187,3.4
8600000US42728,42728,ZCTA5 42728,16897,16897,16897,16897,218,1.3
8600000US42729,42729,ZCTA5 42729,1539,1539,1539,1539,32,2.1
8600000US42731,42731,ZCTA5 42731,55,55,55,55,0,0
8600000US42732,42732,ZCTA5 42732,1950,1950,1950,1950,0,0
8600000US42733,42733,ZCTA5 42733,1225,1225,1225,1225,16,1.3
8600000US42740,42740,ZCTA5 42740,1660,1660,1660,1660,0,0
8600000US42741,42741,ZCTA5 42741,512,512,512,512,32,6.3
8600000US42743,42743,ZCTA5 42743,9319,9319,9319,9319,66,0.7
8600000US42746,42746,ZCTA5 42746,1693,1693,1693,1693,18,1.1
8600000US42748,42748,ZCTA5 42748,8628,8628,8628,8628,332,3.8
8600000US42749,42749,ZCTA5 42749,5481,5481,5481,5481,84,1.5
8600000US42753,42753,ZCTA5 42753,727,727,727,727,28,3.9
8600000US42754,42754,ZCTA5 42754,15371,15371,15371,15371,77,0.5
8600000US42757,42757,ZCTA5 42757,2903,2903,2903,2903,66,2.3
8600000US42758,42758,ZCTA5 42758,61,61,61,61,0,0
8600000US42762,42762,ZCTA5 42762,281,281,281,281,0,0
8600000US42764,42764,ZCTA5 42764,397,397,397,397,0,0
8600000US42765,42765,ZCTA5 42765,6493,6493,6493,6493,141,2.2
8600000US42776,42776,ZCTA5 42776,3086,3086,3086,3086,84,2.7
8600000US42782,42782,ZCTA5 42782,987,987,987,987,0,0
8600000US42784,42784,ZCTA5 42784,2242,2242,2242,2242,42,1.9
8600000US42788,42788,ZCTA5 42788,244,244,244,244,0,0
8600000US43001,43001,ZCTA5 43001,2890,2890,2890,2890,13,0.4
8600000US43002,43002,ZCTA5 43002,3238,3238,3238,3238,129,4
8600000US43003,43003,ZCTA5 43003,2895,2895,2895,2895,165,5.7
8600000US43004,43004,ZCTA5 43004,25768,25768,25768,25768,488,1.9
8600000US43005,43005,ZCTA5 43005,200,200,200,200,0,0
8600000US43006,43006,ZCTA5 43006,609,609,609,609,0,0
8600000US43008,43008,ZCTA5 43008,2619,2619,2619,2619,182,6.9
8600000US43009,43009,ZCTA5 43009,2219,2219,2219,2219,13,0.6
8600000US43010,43010,ZCTA5 43010,288,288,288,288,0,0
8600000US43011,43011,ZCTA5 43011,7952,7952,7952,7952,102,1.3
8600000US43013,43013,ZCTA5 43013,950,950,950,950,0,0
8600000US43014,43014,ZCTA5 43014,3481,3481,3481,3481,61,1.8
8600000US43015,43015,ZCTA5 43015,53852,53852,53852,53852,1277,2.4
8600000US43016,43016,ZCTA5 43016,35673,35673,35673,35673,1344,3.8
8600000US43017,43017,ZCTA5 43017,40273,40273,40273,40273,2286,5.7
8600000US43019,43019,ZCTA5 43019,9415,9415,9415,9415,29,0.3
8600000US43021,43021,ZCTA5 43021,12242,12242,12242,12242,327,2.7
8600000US43022,43022,ZCTA5 43022,4548,4548,4548,4548,97,2.1
8600000US43023,43023,ZCTA5 43023,13284,13284,13284,13284,394,3
8600000US43025,43025,ZCTA5 43025,5191,5191,5191,5191,39,0.8
8600000US43026,43026,ZCTA5 43026,61659,61659,61659,61659,2532,4.1
8600000US43028,43028,ZCTA5 43028,8057,8057,8057,8057,102,1.3
8600000US43029,43029,ZCTA5 43029,676,676,676,676,0,0
8600000US43030,43030,ZCTA5 43030,106,106,106,106,0,0
8600000US43031,43031,ZCTA5 43031,12815,12815,12815,12815,323,2.5
8600000US43032,43032,ZCTA5 43032,42,42,42,42,0,0
8600000US43033,43033,ZCTA5 43033,332,332,332,332,0,0
8600000US43035,43035,ZCTA5 43035,26856,26856,26856,26856,986,3.7
8600000US43036,43036,ZCTA5 43036,280,280,280,280,0,0
8600000US43037,43037,ZCTA5 43037,299,299,299,299,0,0
8600000US43040,43040,ZCTA5 43040,34001,34001,34001,34001,547,1.6
8600000US43044,43044,ZCTA5 43044,5009,5009,5009,5009,25,0.5
8600000US43045,43045,ZCTA5 43045,1815,1815,1815,1815,44,2.4
8600000US43046,43046,ZCTA5 43046,3860,3860,3860,3860,153,4
8600000US43050,43050,ZCTA5 43050,27635,27635,27635,27635,446,1.6
8600000US43054,43054,ZCTA5 43054,25239,25239,25239,25239,413,1.6
8600000US43055,43055,ZCTA5 43055,61813,61813,61813,61813,512,0.8
8600000US43056,43056,ZCTA5 43056,18471,18471,18471,18471,285,1.5
8600000US43060,43060,ZCTA5 43060,2705,2705,2705,2705,18,0.7
8600000US43061,43061,ZCTA5 43061,4109,4109,4109,4109,204,5
8600000US43062,43062,ZCTA5 43062,29098,29098,29098,29098,672,2.3
8600000US43064,43064,ZCTA5 43064,13571,13571,13571,13571,219,1.6
8600000US43065,43065,ZCTA5 43065,42075,42075,42075,42075,726,1.7
8600000US43066,43066,ZCTA5 43066,1241,1241,1241,1241,39,3.1
8600000US43067,43067,ZCTA5 43067,1536,1536,1536,1536,55,3.6
8600000US43068,43068,ZCTA5 43068,55436,55436,55436,55436,3504,6.3
8600000US43070,43070,ZCTA5 43070,160,160,160,160,0,0
8600000US43071,43071,ZCTA5 43071,1815,1815,1815,1815,9,0.5
8600000US43072,43072,ZCTA5 43072,5749,5749,5749,5749,59,1
8600000US43074,43074,ZCTA5 43074,12787,12787,12787,12787,196,1.5
8600000US43076,43076,ZCTA5 43076,8478,8478,8478,8478,80,0.9
8600000US43077,43077,ZCTA5 43077,335,335,335,335,10,3
8600000US43078,43078,ZCTA5 43078,20685,20685,20685,20685,467,2.3
8600000US43080,43080,ZCTA5 43080,5452,5452,5452,5452,63,1.2
8600000US43081,43081,ZCTA5 43081,59623,59623,59623,59623,1924,3.2
8600000US43082,43082,ZCTA5 43082,32922,32922,32922,32922,678,2.1
8600000US43084,43084,ZCTA5 43084,817,817,817,817,0,0
8600000US43085,43085,ZCTA5 43085,25626,25626,25626,25626,1202,4.7
8600000US43101,43101,ZCTA5 43101,280,280,280,280,0,0
8600000US43102,43102,ZCTA5 43102,4561,4561,4561,4561,34,0.7
8600000US43103,43103,ZCTA5 43103,11052,11052,11052,11052,117,1.1
8600000US43105,43105,ZCTA5 43105,7803,7803,7803,7803,55,0.7
8600000US43106,43106,ZCTA5 43106,1645,1645,1645,1645,266,16.2
8600000US43107,43107,ZCTA5 43107,3670,3670,3670,3670,0,0
8600000US43109,43109,ZCTA5 43109,86,86,86,86,0,0
8600000US43110,43110,ZCTA5 43110,38274,38274,38274,38274,984,2.6
8600000US43111,43111,ZCTA5 43111,298,298,298,298,0,0
8600000US43112,43112,ZCTA5 43112,4594,4594,4594,4594,16,0.3
8600000US43113,43113,ZCTA5 43113,24288,24288,24288,24288,402,1.7
8600000US43115,43115,ZCTA5 43115,1397,1397,1397,1397,0,0
8600000US43116,43116,ZCTA5 43116,1630,1630,1630,1630,31,1.9
8600000US43117,43117,ZCTA5 43117,237,237,237,237,0,0
8600000US43119,43119,ZCTA5 43119,27793,27793,27793,27793,2100,7.6
8600000US43123,43123,ZCTA5 43123,64336,64336,64336,64336,848,1.3
8600000US43125,43125,ZCTA5 43125,13695,13695,13695,13695,735,5.4
8600000US43126,43126,ZCTA5 43126,473,473,473,473,2,0.4
8600000US43127,43127,ZCTA5 43127,197,197,197,197,0,0
8600000US43128,43128,ZCTA5 43128,2409,2409,2409,2409,19,0.8
8600000US43130,43130,ZCTA5 43130,60352,60352,60352,60352,1024,1.7
8600000US43135,43135,ZCTA5 43135,3768,3768,3768,3768,25,0.7
8600000US43136,43136,ZCTA5 43136,646,646,646,646,3,0.5
8600000US43137,43137,ZCTA5 43137,2096,2096,2096,2096,1,0
8600000US43138,43138,ZCTA5 43138,18210,18210,18210,18210,121,0.7
8600000US43140,43140,ZCTA5 43140,24459,24459,24459,24459,461,1.9
8600000US43142,43142,ZCTA5 43142,140,140,140,140,1,0.7
8600000US43143,43143,ZCTA5 43143,5124,5124,5124,5124,72,1.4
8600000US43144,43144,ZCTA5 43144,382,382,382,382,0,0
8600000US43145,43145,ZCTA5 43145,2008,2008,2008,2008,14,0.7
8600000US43146,43146,ZCTA5 43146,12355,12355,12355,12355,192,1.6
8600000US43147,43147,ZCTA5 43147,40095,40095,40095,40095,870,2.2
8600000US43148,43148,ZCTA5 43148,2614,2614,2614,2614,6,0.2
8600000US43149,43149,ZCTA5 43149,2816,2816,2816,2816,0,0
8600000US43150,43150,ZCTA5 43150,2098,2098,2098,2098,14,0.7
8600000US43151,43151,ZCTA5 43151,280,280,280,280,0,0
8600000US43152,43152,ZCTA5 43152,827,827,827,827,0,0
8600000US43153,43153,ZCTA5 43153,785,785,785,785,1,0.1
8600000US43154,43154,ZCTA5 43154,3283,3283,3283,3283,0,0
8600000US43155,43155,ZCTA5 43155,2645,2645,2645,2645,0,0
8600000US43156,43156,ZCTA5 43156,167,167,167,167,19,11.4
8600000US43157,43157,ZCTA5 43157,578,578,578,578,3,0.5
8600000US43158,43158,ZCTA5 43158,240,240,240,240,0,0
8600000US43160,43160,ZCTA5 43160,22265,22265,22265,22265,256,1.1
8600000US43162,43162,ZCTA5 43162,6963,6963,6963,6963,76,1.1
8600000US43164,43164,ZCTA5 43164,2209,2209,2209,2209,9,0.4
8600000US43201,43201,ZCTA5 43201,31862,31862,31862,31862,1660,5.2
8600000US43202,43202,ZCTA5 43202,21541,21541,21541,21541,478,2.2
8600000US43203,43203,ZCTA5 43203,8197,8197,8197,8197,382,4.7
8600000US43204,43204,ZCTA5 43204,42214,42214,42214,42214,3479,8.2
8600000US43205,43205,ZCTA5 43205,12913,12913,12913,12913,401,3.1
8600000US43206,43206,ZCTA5 43206,22144,22144,22144,22144,203,0.9
8600000US43207,43207,ZCTA5 43207,47350,47350,47350,47350,2249,4.7
8600000US43209,43209,ZCTA5 43209,28474,28474,28474,28474,815,2.9
8600000US43210,43210,ZCTA5 43210,12183,12183,12183,12183,351,2.9
8600000US43211,43211,ZCTA5 43211,23229,23229,23229,23229,1197,5.2
8600000US43212,43212,ZCTA5 43212,20322,20322,20322,20322,695,3.4
8600000US43213,43213,ZCTA5 43213,33337,33337,33337,33337,4037,12.1
8600000US43214,43214,ZCTA5 43214,26513,26513,26513,26513,666,2.5
8600000US43215,43215,ZCTA5 43215,14322,14322,14322,14322,441,3.1
8600000US43217,43217,ZCTA5 43217,2615,2615,2615,2615,68,2.6
8600000US43219,43219,ZCTA5 43219,30308,30308,30308,30308,1767,5.8
8600000US43220,43220,ZCTA5 43220,27216,27216,27216,27216,1101,4
8600000US43221,43221,ZCTA5 43221,32433,32433,32433,32433,891,2.7
8600000US43222,43222,ZCTA5 43222,3614,3614,3614,3614,283,7.8
8600000US43223,43223,ZCTA5 43223,25116,25116,25116,25116,1839,7.3
8600000US43224,43224,ZCTA5 43224,43899,43899,43899,43899,2541,5.8
8600000US43227,43227,ZCTA5 43227,24252,24252,24252,24252,2235,9.2
8600000US43228,43228,ZCTA5 43228,54594,54594,54594,54594,7422,13.6
8600000US43229,43229,ZCTA5 43229,51701,51701,51701,51701,5081,9.8
